[120.28.233.198 | 01-Jun-2023 11:40:44] 2-Super Admin: Logged in.
[49.145.44.38 | 13-Jun-2023 13:55:34] 2-Super Admin: Login 1686609900 and Schedule time 2023-06-13 6:00
[120.28.236.67 | 13-Jun-2023 14:38:38] 2-Super Admin: Logged out.
[49.145.104.233 | 13-Jun-2023 20:29:39] 2-Super Admin: Logged in.
[49.145.104.233 | 13-Jun-2023 21:07:04] 2-Super Admin: Create Schedule 1212
[49.145.104.233 | 13-Jun-2023 22:12:03] 2-Super Admin: Logged in.
[120.28.224.195 | 14-Jun-2023 08:02:21] 2-Super Admin: Logged in.
[120.28.224.195 | 14-Jun-2023 08:15:14] 2-Super Admin: Logged in.
[120.28.224.195 | 14-Jun-2023 10:44:35] 2-Super Admin: Logged in.
[49.148.249.190 | 14-Jun-2023 14:30:37] 2-Super Admin: Logged in.
[49.148.249.190 | 14-Jun-2023 14:35:46] 2-Super Admin: Create Schedule test-sched
[49.148.249.190 | 14-Jun-2023 14:36:00] 2-Super Admin: Update Schedule my-new-sched
[49.148.249.190 | 14-Jun-2023 14:36:05] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 14:36:13] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 14:36:24] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 14:36:55] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 14:37:10] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 14:37:18] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 14:53:22] 2-Super Admin: Delete Schedule 
[49.145.104.232 | 14-Jun-2023 14:56:02] 2-Super Admin: Logged in.
[49.145.104.232 | 14-Jun-2023 14:56:22] 2-Super Admin: Create Schedule etwqet
[49.145.104.232 | 14-Jun-2023 14:56:33] 2-Super Admin: Update Schedule etwqet
[49.145.104.232 | 14-Jun-2023 15:00:54] 2-Super Admin: Logged out.
[49.145.104.232 | 14-Jun-2023 15:19:03] 2-Super Admin: Logged in.
[49.148.249.190 | 14-Jun-2023 15:22:46] 2-Super Admin: Logged in.
[49.148.249.190 | 14-Jun-2023 15:22:52] 2-Super Admin: Logged out.
[49.148.249.190 | 14-Jun-2023 15:23:01] 2-Super Admin: Logged in.
[49.148.249.190 | 14-Jun-2023 15:23:13] 2-Super Admin: Logged out.
[49.145.104.232 | 14-Jun-2023 16:18:43] 2-Super Admin: Logged in.
[49.148.249.190 | 14-Jun-2023 16:43:57] 2-Super Admin: Create Schedule xx
[49.148.249.190 | 14-Jun-2023 16:44:17] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 16:49:23] 2-Super Admin: Create Schedule test
[49.148.249.190 | 14-Jun-2023 16:51:12] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 16:51:34] 2-Super Admin: Create Schedule test-sched
[49.148.249.190 | 14-Jun-2023 16:53:46] 2-Super Admin: Update Schedule test-sched
[49.148.249.190 | 14-Jun-2023 16:57:24] 2-Super Admin: Update Schedule test-sched
[49.148.249.190 | 14-Jun-2023 17:00:23] 2-Super Admin: Delete Schedule 
[49.148.249.190 | 14-Jun-2023 17:00:48] 2-Super Admin: Create Schedule test-sched
[49.148.249.190 | 14-Jun-2023 17:01:35] 2-Super Admin: Update Schedule test-sched
[49.148.249.190 | 14-Jun-2023 17:02:58] 2-Super Admin: Update Schedule test-sched
[49.148.249.190 | 14-Jun-2023 17:03:38] 2-Super Admin: Update Schedule MidShift
[49.145.104.232 | 14-Jun-2023 17:11:33] 2-Super Admin: Update Schedule AM - Environmental
[49.145.104.232 | 14-Jun-2023 17:11:47] 2-Super Admin: Update Schedule AMV2
[49.145.104.232 | 14-Jun-2023 17:12:11] 2-Super Admin: Update Schedule AM - Environmental
[49.145.104.232 | 14-Jun-2023 17:12:54] 2-Super Admin: Update Schedule AM - Dialysis
[54.86.66.252 | 15-Jun-2023 02:00:12] - : Logged out.
[49.148.248.242 | 15-Jun-2023 08:19:18] 2-Super Admin: Logged in.
[49.148.248.242 | 15-Jun-2023 08:30:18] 2-Super Admin: Logged in.
[49.148.248.242 | 15-Jun-2023 08:38:45] 2-Super Admin: Update Schedule 1212
[49.148.248.242 | 15-Jun-2023 08:39:50] 2-Super Admin: Update Schedule Opening
[49.148.248.242 | 15-Jun-2023 08:40:35] 2-Super Admin: Update Schedule MidShift
[49.148.248.242 | 15-Jun-2023 08:41:10] 2-Super Admin: Update Schedule AM - Environmental
[49.148.248.242 | 15-Jun-2023 08:41:35] 2-Super Admin: Update Schedule AMV2
[49.148.248.242 | 15-Jun-2023 08:42:03] 2-Super Admin: Update Schedule AM Shift
[49.148.248.242 | 15-Jun-2023 08:47:36] 2-Super Admin: Update Schedule Opening
[49.148.248.242 | 15-Jun-2023 08:48:45] 2-Super Admin: Update Schedule MidShift
[49.148.248.242 | 15-Jun-2023 08:50:57] 2-Super Admin: Update Schedule Opening
[49.148.248.242 | 15-Jun-2023 08:54:19] 2-Super Admin: Update Schedule AMv4
[49.148.248.242 | 15-Jun-2023 08:54:34] 2-Super Admin: Update Schedule AM - Environmental
[49.148.248.242 | 15-Jun-2023 08:54:47] 2-Super Admin: Update Schedule AM Shift
[49.148.248.242 | 15-Jun-2023 08:55:39] 2-Super Admin: Update Schedule ID 151 to 0
[49.148.248.242 | 15-Jun-2023 08:55:49] 2-Super Admin: Update Schedule ID 152 to 0
[49.148.248.242 | 15-Jun-2023 08:58:08] 2-Super Admin: Update Schedule AM - Dialysis
[49.148.248.242 | 15-Jun-2023 08:58:19] 2-Super Admin: Update Schedule qwre
[49.148.248.242 | 15-Jun-2023 08:58:27] 2-Super Admin: Update Schedule 34243
[49.148.248.242 | 15-Jun-2023 08:58:35] 2-Super Admin: Update Schedule etwqet
[120.28.232.123 | 15-Jun-2023 09:21:41] 2-Super Admin: Logged in.
[49.148.248.242 | 15-Jun-2023 11:04:59] 2-Super Admin: Logged in.
[49.148.248.242 | 15-Jun-2023 11:05:45] 19-xx xx: Logged in.
[120.28.232.123 | 15-Jun-2023 11:06:39] 19-xx xx: Logged in.
[49.148.248.242 | 15-Jun-2023 11:07:01] 19-xx xx: Logged out.
[49.148.248.242 | 15-Jun-2023 11:09:01] 19-xx xx: Logged in.
[120.28.232.123 | 15-Jun-2023 11:51:55] - : Logged out.
[49.148.248.242 | 15-Jun-2023 15:51:17] 2-Super Admin: Logged in.
[49.148.248.242 | 15-Jun-2023 15:57:33] 2-Super Admin: Set late amount.
[49.148.248.242 | 15-Jun-2023 16:00:04] 2-Super Admin: Add overtime for xx xx on 2023-06-13 time 5:00pm - 6:00pm
[49.148.248.242 | 15-Jun-2023 16:00:18] 2-Super Admin: update overtime status to1
[49.148.248.242 | 15-Jun-2023 16:02:24] 2-Super Admin: Update Schedule AMV2
[49.148.248.242 | 15-Jun-2023 16:04:27] 2-Super Admin: Added/Updated User Schedules
[49.148.248.242 | 15-Jun-2023 16:04:40] 2-Super Admin: Added/Updated User Schedules
[49.148.248.242 | 15-Jun-2023 16:13:36] 2-Super Admin: Update Alfie Adams Loan amortization for SSS.
[49.148.248.242 | 15-Jun-2023 16:30:43] 2-Super Admin: Added Payroll sample Array Success.
[49.148.248.242 | 15-Jun-2023 16:31:07] 2-Super Admin: Generate Distribution for sample
[49.148.248.242 | 15-Jun-2023 16:31:07] 2-Super Admin: Generate Distribution for sample
[49.148.248.242 | 15-Jun-2023 16:31:36] 2-Super Admin: Generate Payslip for sample
[49.148.248.242 | 15-Jun-2023 16:31:37] 2-Super Admin: Generate Payslip for sample
[49.145.37.105 | 16-Jun-2023 13:34:31] 2-Super Admin: Logged in.
[49.145.37.105 | 16-Jun-2023 14:10:48] 2-Super Admin: Logged in.
[49.145.37.105 | 16-Jun-2023 14:44:54] 2-Super Admin: Logged in.
[49.145.37.105 | 16-Jun-2023 14:52:59] 2-Super Admin: Logged out.
[49.145.37.105 | 16-Jun-2023 14:56:06] 2-Super Admin: Logged in.
[120.28.226.235 | 16-Jun-2023 16:50:08] 2-Super Admin: Logged in.
[49.145.110.176 | 16-Jun-2023 21:16:58] 2-Super Admin: Logged in.
[49.145.110.176 | 17-Jun-2023 20:21:48] 2-Super Admin: Logged in.
[120.28.245.125 | 19-Jun-2023 09:56:55] 2-Super Admin: Logged in.
[120.28.245.125 | 19-Jun-2023 11:05:42] 2-Super Admin: Logged in.
[120.28.229.179 | 20-Jun-2023 08:37:50] 2-Super Admin: Logged in.
[120.28.229.179 | 20-Jun-2023 09:35:45] 2-Super Admin: Logged in.
[120.28.229.179 | 20-Jun-2023 10:41:10] 2-Super Admin: Logged in.
[49.145.100.42 | 20-Jun-2023 10:59:21] 2-Super Admin: Logged in.
[49.145.100.42 | 20-Jun-2023 10:59:54] 2-Super Admin: Update leave ID 26 status to 0
[49.145.100.42 | 20-Jun-2023 10:59:59] 2-Super Admin: Update leave ID 26 status to 1
[49.145.36.112 | 20-Jun-2023 11:16:17] 2-Super Admin: Logged in.
[120.28.229.179 | 20-Jun-2023 13:35:01] 2-Super Admin: Logged in.
[49.145.36.112 | 20-Jun-2023 13:35:03] 2-Super Admin: Logged in.
[120.28.229.179 | 20-Jun-2023 13:51:32] 2-Super Admin: Generate Payslip for sample
[120.28.229.179 | 20-Jun-2023 13:51:33] 2-Super Admin: Generate Payslip for sample
[120.28.229.179 | 20-Jun-2023 14:10:35] 2-Super Admin: Generate Distribution for sample
[120.28.229.179 | 20-Jun-2023 14:10:36] 2-Super Admin: Generate Distribution for sample
[120.28.229.179 | 20-Jun-2023 14:20:20] 2-Super Admin: Logged out.
[49.145.36.112 | 20-Jun-2023 14:42:22] 2-Super Admin: Logged in.
[49.145.100.42 | 20-Jun-2023 15:00:48] 2-Super Admin: Logged in.
[49.145.36.112 | 20-Jun-2023 16:12:39] 2-Super Admin: Logged in.
[49.145.100.42 | 20-Jun-2023 16:40:54] 2-Super Admin: Logged in.
[49.145.100.42 | 20-Jun-2023 16:41:38] 2-Super Admin: Added Payroll June 1-15 2023 Array Success.
[49.145.36.112 | 20-Jun-2023 17:07:59] 2-Super Admin: Logged out.
[49.145.45.81 | 21-Jun-2023 08:42:01] 2-Super Admin: Logged in.
[120.28.229.165 | 21-Jun-2023 09:43:24] 2-Super Admin: Logged in.
[49.145.45.81 | 21-Jun-2023 09:46:06] 2-Super Admin: Logged in.
[49.145.100.42 | 21-Jun-2023 10:45:45] 2-Super Admin: Logged in.
[120.28.229.165 | 21-Jun-2023 11:30:19] 2-Super Admin: Logged in.
[120.28.229.165 | 21-Jun-2023 13:01:26] 2-Super Admin: Logged in.
[49.145.100.42 | 21-Jun-2023 13:17:26] 2-Super Admin: Logged in.
[49.145.45.81 | 21-Jun-2023 13:29:55] 2-Super Admin: Logged in.
[49.145.45.81 | 21-Jun-2023 13:47:40] 2-Super Admin: Update Schedule test-sched
[49.145.45.81 | 21-Jun-2023 13:48:04] 2-Super Admin: Added/Updated User Schedules
[49.145.45.81 | 21-Jun-2023 13:48:35] 2-Super Admin: Set late allowance.
[120.28.229.165 | 21-Jun-2023 13:48:35] 2-Super Admin: Logged in.
[49.145.45.81 | 21-Jun-2023 13:48:54] 2-Super Admin: Add timelog for biometric ID 4002 for ftimeIn : 2023-06-21 6:07:00
[49.145.45.81 | 21-Jun-2023 13:49:12] 2-Super Admin: Add timelog for biometric ID 4002 for stimeOut : 2023-06-21 16:00:00
[49.145.45.81 | 21-Jun-2023 13:54:26] 2-Super Admin: Late Spent: 120 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 600 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 5400 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:58] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:56:59] 2-Super Admin: Late Spent: 2400 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[120.28.229.165 | 21-Jun-2023 13:57:00] 2-Super Admin: Late Spent: 0 - Late Allowance: 18000
[49.145.45.81 | 21-Jun-2023 13:57:56] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:00:30] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:01:37] 2-Super Admin: Added/Updated User Schedules
[49.145.45.81 | 21-Jun-2023 14:01:43] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:01:57] 2-Super Admin: Add timelog for biometric ID 4002 for ftimeIn : 2023-06-22 6:05:00
[49.145.45.81 | 21-Jun-2023 14:01:59] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:02:09] 2-Super Admin: Add timelog for biometric ID 4002 for stimeOut : 2023-06-22 15:00:00
[49.145.45.81 | 21-Jun-2023 14:02:10] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:02:10] 2-Super Admin: Late Spent: 0 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:04:06] 2-Super Admin: Create Schedule PM SHIFT NURSES
[49.145.45.81 | 21-Jun-2023 14:04:24] 2-Super Admin: Added/Updated User Schedules
[49.145.45.81 | 21-Jun-2023 14:04:27] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:04:27] 2-Super Admin: Late Spent: 0 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:04:55] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:04:55] 2-Super Admin: Late Spent: 0 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:05:05] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:05:05] 2-Super Admin: Late Spent: 0 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:05:28] 2-Super Admin: Late Spent: 120 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:05:28] 2-Super Admin: Late Spent: 0 - Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:16:37] 2-Super Admin: Late Spent: 120
[49.145.45.81 | 21-Jun-2023 14:16:37] 2-Super Admin: Late Spent: 0
[120.28.229.165 | 21-Jun-2023 14:19:03] 2-Super Admin: Late Spent: 120
[49.145.45.81 | 21-Jun-2023 14:19:25] 2-Super Admin: Consume Spent: 28380
[49.145.45.81 | 21-Jun-2023 14:19:25] 2-Super Admin: Consume Spent: 25620
[49.145.45.81 | 21-Jun-2023 14:20:22] 2-Super Admin: Consume Spent: 28380
[49.145.45.81 | 21-Jun-2023 14:20:22] 2-Super Admin: Consume Spent: 25620
[49.145.45.81 | 21-Jun-2023 14:25:00] 2-Super Admin: Logged out.
[49.145.45.81 | 21-Jun-2023 14:25:05] 2-Super Admin: Logged in.
[49.145.45.81 | 21-Jun-2023 14:33:22] 2-Super Admin: Consume Time: 15300 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:33:22] 2-Super Admin: Consume Time: 28380 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:33:22] 2-Super Admin: Consume Time: 25620 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:35:28] 2-Super Admin: Consume Time: 15300 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:35:29] 2-Super Admin: Consume Time: 28380 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:35:29] 2-Super Admin: Consume Time: 25620 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:35:59] 2-Super Admin: Consume Time: 15300 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:35:59] 2-Super Admin: Consume Time: 28380 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:35:59] 2-Super Admin: Consume Time: 25620 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:36:21] 2-Super Admin: Consume Time: 15300 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:36:21] 2-Super Admin: Consume Time: 28380 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:36:21] 2-Super Admin: Consume Time: 25620 Late Allowance: 300
[49.145.45.81 | 21-Jun-2023 14:56:50] 2-Super Admin: Update Schedule test-sched
[49.145.45.81 | 21-Jun-2023 14:58:19] 2-Super Admin: Update Schedule test-sched
[49.145.45.81 | 21-Jun-2023 15:00:22] 2-Super Admin: Time Spent: 15300 Consume Time: 15300
[49.145.45.81 | 21-Jun-2023 15:00:22] 2-Super Admin: Time Spent: 28380 Consume Time: 28380
[49.145.45.81 | 21-Jun-2023 15:00:22] 2-Super Admin: Time Spent: 25620 Consume Time: 25620
[49.145.45.81 | 21-Jun-2023 15:01:33] 2-Super Admin: Time Spent: 15300 Consume Time: 15300
[49.145.45.81 | 21-Jun-2023 15:01:33] 2-Super Admin: Time Spent: 28380 Consume Time: 28380
[49.145.45.81 | 21-Jun-2023 15:01:33] 2-Super Admin: Time Spent: 25620 Consume Time: 25620
[49.145.45.81 | 21-Jun-2023 15:08:20] 2-Super Admin: Late Spent: 2400 Late Allow: 300
[49.145.45.81 | 21-Jun-2023 15:08:20] 2-Super Admin: Late Spent: 120 Late Allow: 300
[49.145.45.81 | 21-Jun-2023 15:08:20] 2-Super Admin: Late Spent: 0 Late Allow: 300
[49.145.45.81 | 21-Jun-2023 15:08:26] 2-Super Admin: Late Spent: 2400 Late Allow: 300
[49.145.45.81 | 21-Jun-2023 15:08:26] 2-Super Admin: Late Spent: 120 Late Allow: 300
[49.145.45.81 | 21-Jun-2023 15:08:26] 2-Super Admin: Late Spent: 0 Late Allow: 300
[49.145.100.42 | 21-Jun-2023 15:10:12] 2-Super Admin: Logged in.
[49.145.100.42 | 21-Jun-2023 15:10:12] 2-Super Admin: Late Spent: 120 Late Allow: 300
[49.145.100.42 | 21-Jun-2023 15:12:44] 2-Super Admin: Update Schedule ID 159 to 81
[49.145.100.42 | 21-Jun-2023 15:12:53] 2-Super Admin: Update Schedule ID 159 to 82
[120.28.229.165 | 21-Jun-2023 15:33:08] 2-Super Admin: Logged in.
[49.145.45.81 | 21-Jun-2023 15:37:03] 2-Super Admin: Log 2023-06-21 06:05                                       
             
                                               for BALBASTRO, ACE CRISTOPHER successfully Deleted
[49.145.45.81 | 21-Jun-2023 15:37:44] 2-Super Admin: Add timelog for biometric ID 4002 for ftimeIn : 2023-06-21 6:04:00
